row_no,headline,body_text,class
902,Oleksandr Zinchenko rejects £16m move to Wolves to remain at Manchester City,"OLEKSANDR ZINCHENKO has pulled out of his proposed £16million move to Wolves. The Premier League newcomers had yesterday agreed a fee with Manchester City for the highly-rated young midfielder. Wolves were expecting the 21-year-old to travel down for a medical this morning to complete the formalities of the transfer. But Zinchenko has had a change of heart overnight and decided to snub the chance to move to Molineux. The Ukrainian has been at the Etihad Stadium for two years since he was snapped up as a player of huge potential when Pep Guardiola arrived at the club. He was never expected to go straight into the first team picture, with the club happy for him to be given time to develop his game. Last year he spent a spell on loan in Holland with PSV Eindhoven, and then linked up with the City squad for their pre-season programme where he played a part. But Guardiola remains unconvinced he is at the standard needed to force his way into the first-team picture on a regular basis, so when Wolves came in with an offer they were happy to let him go. Now they will welcome him back to their group, although it is unlikely he will feature in the club's plans for the opening few weeks of the season. And there could still be an opportunity for him to leave City this summer, with the transfer window outside England not closing until the end of the month.",TRUE
903,"Thibaut Courtois to join Real Madrid subject to medical, Chelsea confirm","Chelsea have reached an agreement with Real Madrid for the sale of Thibaut Courtois, the club confirmed. Courtois will join Real once he has undergone a medical and agreed personal terms on Thursday. Chelsea announced the news on the website, and confirmed the deal would see midfielder Mateo Kovacic move in the opposite direction. Real confirmed Courtois will sign a six-year deal, and announced Kovacic would join the Blues on a season-long loan. Courtois will be presented as a Real player on Thursday at 1pm, which will end a week of turmoil for the Belgian and Chelsea. The goalkeeper went AWOL from training and refused to return to London until Chelsea green lit his transfer to Real. Courtois was desperate to leave Chelsea to live in the same city as his family.",TRUE
904,Manchester United fuming with Barcelona lodging interest in Paul Pogba just TWO days before window slams shut,"MANCHESTER UNITED are furious with Barcelona after they lodged a late bid for Paul Pogba with just TWO days left of the transfer window. The Red Devils had received no interest from any club for the Frenchman this summer and expected him to stay. Jose Mourinho had planned to make him their star man and give him more of a leading role at the club. But the Spanish giants launched a £44m plus Yerry Mina and Andre Gomes bid on Monday afternoon. United instantly rejected the proposal and insisted the World Cup winner is NOT for sale at any price. The 25-year-old's agent Mino Raiola is keen on the deal , and is thought to want to move his client on. And Old Trafford chiefs, including Mourinho , are understood to be angry with Barcelona's approach. There are fears the attempted move could unsettle Pogba further following a turbulent last campaign. He had a number of bust-ups with the United manager , which the club had hoped had been sorted out in the summer. Maruru bora🌴#blessed #enjoylife #unforgetable A post shared by Paul Labile Pogba (@paulpogba) on Aug 2, 2018 at 6:34pm PDT Relaxing 😎 the @beverlywilshire hotel #beverlywilshire A post shared by Paul Labile Pogba (@paulpogba) on Jul 28, 2018 at 1:38pm PDT Gang ⭐⭐ Holiday . 📷: @rakeem_madeit A post shared by Paul Labile Pogba (@paulpogba) on Jul 24, 2018 at 1:39pm PDT The La Liga transfer window closes three weeks after the Premier League, which slams shut at 5pm tomorrow. And the Red Devils are worried the Catalans interest could drag on throughout the whole of August. An Old Trafford source said: ""The club are bricking it that this could last the whole month. It's not ideal preparation. ""Pogba certainly knows about the interest in him and Jose definitely does not want a demotivated player on his hands. ""Barca would have to offer a small fortune to get him. The club will have to stand firm at this late stage. ""He hasn't spoken to any of the others about his possible future but nobody is totally convinced. ""Barcelona could come again in January, that's for sure. Jose is absolutely seething about the whole situation.""",FALSE
905,Wolves' prospective deal for Man City's Oleksandr Zinchenko is off,"A prospective deal for Wolves to sign Oleksandr Zinchenko from Manchester City is off, according to Sky sources. Nuno Espirito Santo's side and Man City had agreed a £16m fee for the Ukrainian , but he is reluctant to leave the Premier League champions, having played 14 times for them last season. Upgrade to Sky Sports Premier League and Sky Sports Football now for just £18 a month. Cancel any time. Wolves had been hopeful of completing a deal for Zinchenko before the 5pm transfer deadline and it is understood they were working hard to persuade the wing-back that his future lay at Molineux. Oleksandr Zinchenko celebrates with the Premier League trophy The club had lined up a medical for him on Thursday afternoon, but Zinchenko has not left Manchester, and it is understood he wants to stay at City and fight for his place. Get Sky Sports' dedicated football channels for over 500 live games of football this season. Find out more. City boss Pep Guardiola was willing to allow him to go, but left the final decision down to Zinchenko himself. Zinchenko started his career at Russian Premier League side Ufa before a move to City in July 2016. He spent the 2016/17 season on loan at PSV Eindhoven before returning to City where he won the Premier League title last term. Upgrade to Sky Sports Premier League and Sky Sports Football now for just £18 a month. Cancel any time. Fantasy just got real. Pick your Sky Sports Fantasy Football team for free here.",TRUE
906,Wolves' prospective deal for Man City's Oleksandr Zinchenko is off,"A prospective deal for Wolves to sign Oleksandr Zinchenko from Manchester City is off, according to Sky sources. Nuno Espirito Santo's side and Man City had agreed a £16m fee for the Ukrainian , but he is reluctant to leave the Premier League champions, having played 14 times for them last season. Wolves had been hopeful of completing a deal for Zinchenko before the 5pm transfer deadline and it is understood they were working hard to persuade the wing-back that his future lay at Molineux. The club had lined up a medical for him on Thursday afternoon, but Zinchenko has not left Manchester, and it is understood he wants to stay at City and fight for his place. City boss Pep Guardiola was willing to allow him to go, but left the final decision down to Zinchenko himself. Zinchenko started his career at Russian Premier League side Ufa before a move to City in July 2016. He spent the 2016/17 season on loan at PSV Eindhoven before returning to City where he won the Premier League title last term.",TRUE
907,Tottenham transfer news: Stunning twist over Jack Grealish with hours left of deadline day,"The 22-year-old playmaker will be offered a new contract to make him the highest paid player at the club after his Tottenham move fell through. It had been suggested that Grealish was 'disillusioned and disappointed' at not being able to move to White Hart Lane. But sources close to the player have told the Daily Star that's not the case, and that Grealish was upset at suggestions that he wasn't happy at Villa. The midfielder reported for training at Villa's training ground as normal today and is ready to try and achieve promotion with the club this season. If Villa miss out on promotion, he will be then allowed to leave next summer. Villa will offer a lucrative new deal that will see him more than double his current £20,000-a-week wages. Grealish has been in constant close talks with boss Steve Bruce who has been acting like a father figure to him over Tottenham's moves to lure him away. Bruce is more than aware that Grealish was keen to move to Mauricio Pochettino's men with the lure of Champions League football and getting a massive stage to showcase his talents. The Villa boss has been sympathetic of Grealish's plight and the midfielder has promised to focus on the task of helping Villa win promotion after lengthy discussions yesterday. Tottenham chairman Daniel Levy's hard-bargain waiting game looks to have blown up in his face. Spurs were hoping to land Grealish on the cheap as Villa were engulfed by a financial crisis which put them on the brink of administration, tabling an derisory initial offer of £3m plus Josh Onomah. But as Levy held out, the Championship outfit were suddenly rescued by massive financial investment in the form of Egyptian tycoon Nassef Sawiris and American high roller Wes Edens. Sawiris immediately made it clear that he didn't want to sellthe club's prize asset at any price. Sources close to Grealish say he was disappointed after being given the impression that he would have to be sold off before as Villa's cash crisis engulfed the club. But he's always been completely split on walking away from the club where he is hero-worshipped and was always going to leave with a heavy heart. He is now expected to sign a bumper new four-year contract which could include a clause allowing him to leave next summer if Villa miss out on promotion for a second time. Grealish was one of the key players in a season which saw them miss-out in the Championship final at Wembley. Bruce is delighted he's got his main man on board for another season describing him as Villa's best player by ""a country distance."" The Villa boss, who enjoyed a trophy-laden playing career at Manchester United, has stressed all along to Grealish that he's totally aware of the situation he finds himself in and has tried his level best to advise him accordingly. Grealish's main torment has come from upsetting fans at the club where he has such a special affinity.",TRUE
908,Jack Grealish latest: Aston Villa to offer midfielder new contract after rejecting Tottenham bids,"Aston Villa are set to offer Jack Grealish a new and improved contract as they look to keep him out of the clutches of Tottenham Hotspur. The Championship club are said to be confident of keeping the 22-year-old at Villa Park this season, having rejected a number of bids from Spurs. Latest reports claim the Premier League outfit have tabled a fresh offer of £30million for the midfielder . But, it is understood Villa are ready to convince Grealish to stay by handing him an improved contract to reflect his importance to the club. Grealish has two years left on his current deal but a new contract is expected to be wrapped up in the next few weeks. The youngster is said to be keen on moving to Champions League-competing Tottenham, and is unhappy that Villa have put the brakes on his dream transfer . However, it is claimed the hometown hero will not rock the boat at Villa Park and will not demand to leave, despite his desire to join the Premier League side.",FALSE
909,Jack Grealish set for Aston Villa pay rise after proposed Tottenham move fell through,"JACK GREALISH is set to TREBLE his wages after Aston Villa warded off interest from Tottenham. Mauricio Pochettino saw his top summer target slip through his fingers yesterday as Tottenham left it way too late to get serious about signing the 22-year-old hero of the Holte End. The London giants never even made it as far as lodging an official bid for Grealish on deadline day once Villa made it clear during talks, Spurs' proposed £25million 'best offer,' fell way short of their £35million valuation of the talented midfielder. That left Grealish licking his wounds as he watched his dreams of Champions' League football and a return to the Premier League crash and burn on deadline day. However sources close to the starlet say he is now determined to get there with Villa. Wealthy new majority shareholders Nassef Sawiris and Wes Edens now plan to compensate Grealish for taking the hit, by hiking his current £17,000-a-week wages to the £50,000 Spurs had set aside for him. Despite reports Grealish was 'devastated,' and intent on running down the final two years of his contract, the player trained as usual yesterday and will be in his usual place against Wigan tomorrow when he can be certain of a hero's welcome. Yet crisis-club Villa were at the mercy of Spurs earlier this summer as Villa owner Dr Tony Xia struggled to keep the club from sinking under a sea of debt. The Championship club was at its most vulnerable in July when a bill for £11million was due and Spurs chairman Daniel Levy had an open goal at his mercy. But instead of pressing home his advantage with a realistic bid for Grealish, the cautious Tottenham powerbroker offered Xia £3million – plus Josh Onomah. Even Xia wasn't tempted to consider such a paltry offer for the jewel in Villa's crown and when the club's new Egyptian and American co-owners rode to the rescue with a sudden injection of capital, Spurs' chance rapidly disappeared. Strict Financial Fair Play rules meant Villa's new owners could not make the stellar signing they wanted to showcase their ambition for the club. But they realised they could earn the trust of fans by keeping Grealish to make a major statement about their ambition to return to the Premier League as swiftly as possible. Meanwhile, Steve Bruce was able to stun Scottish champions Celtic by signing Scotland international midfielder John McGinn from Hibs on a four-year-deal for £2.5million. Celtic boss Brendan Rodgers was left empty-handed after Hibs knocked back three bids from the Glasgow club before selling the highly-rated 23-year-old to Villa.",FALSE
910,Harry Maguire hoping for move to Manchester United as Leicester are on the verge of finalising deals for TWO centre-backs – reports,"Harry Maguire is reportedly still hoping he can finalise his move to Manchester United before the summer transfer window deadline tomorrow. However, according to Sky sources, United's move for Jerome Boateng is also in the pipeline as the Foxes turned down an offer of £60million for Maguire. Told reports that Jerome Boateng turned down a move to Man United for football reasons are wide of the mark. Boateng wants to move to United and Jose Mourinho wants to sign him. Maguire also still hoping United will sign him. One source says £60m bid already turned down. — Kaveh Solhekol (@SkyKaveh) August 8, 2018 Harry Maguire 'would be crazy not to make Manchester United move happen' – talkSPORT told And it seems the 2015/16 Premier League champions could be preparing for life without Maguire, with reports emerging that Leicester are on the verge of signing two centre-backs. Croatia Under-21 international Filip Benkovic had a medical on Monday ahead of a £13.5m move from Dinamo Zagreb. The Foxes are also close to striking a deal worth £22.5m including add-ons for Freiburg's Turkish defender Caglar Soyuncu. Soyuncu, 22, was linked with a move to Arsenal earlier this summer but the Gunners were put off by the German club's £35m valuation. However, Leicester would like to keep Maguire even if they can get both deals wrapped up. They have Wes Morgan, Yohan Benalouane and Jonny Evans, who arrived at the King Power Stadium this summer.",FALSE
911,Man Utd transfer news: Jose Mourinho could still sign Harry Maguire from Leicester - Wise,"That's according to Chelsea legend Dennis Wise. Jose Mourinho is desperate to add a new centre-back to his ranks today and United have been heavily linked with Maguire. The England international is among a number of defensive targets, including Toby Alderweireld, Jerome Boateng and Diego Godin. Earlier in the window Leicester slapped an £80m price tag on Maguire but with just hours until the transfer window closes, the Foxes are adamant their star man is not for sale. But Claude Puel has completed the signing of centre-back Filip Benkovic, while they're also close to agreeing a deal for Caglar Soyuncu. The arrival of two new defenders could be a hint that they're preparing for life without Maguire. Mourinho revealed earlier today that he is not confident of signing any new players before the 5pm deadline. But Wise believes there's still some twists to come in the Maguire to United saga. ""I'm not counting Harry Maguire out here,"" he said on Sky Sports News. ""I'm looking at all the signings Leicester have actually made, three centre-halves now that have come into the equation. So I'm not counting it out. ""I think the preferred one would be Harry Maguire for sure. ""He's a short-term, (Diego) Godin. Harry Maguire's long term. ""It will be interesting what they would pay for him, because you might as well pay for Harry Maguire. ""You will (pay over the odds) unfortunately, but that's the way it is. ""I think a lot of people are paying over the odds, that's the way football's gone."" While it's unclear who Maguire will be playing for this season, he'll be hoping to feature at Old Trafford tomorrow. United host Leicester in the opening game of the Premier League season.",FALSE
912,Bruce admits it will be difficult to keep Grealish away from Tottenham,"There has been reported interest all summer about Tottenham looking to sign the England Under 21 starlet Grealish from Aston Villa, but Spurs have failed to meet the valuation set by his club. But Steve Bruce hasn't hidden from the fact there is interest in his player, and he told Sky Sports . ""He is not for sale, however, it is very difficult when we are competing against a team which is one of the big teams in Europe now, not just in this country, and has played in the Champions League. ""But the owner has made it pretty clear that he does not want to sell anybody and that includes Jack."" Although Sky Sports believe that deal will get over the line. Speaking on the latest episode of Sky Sports' Transfer Talk podcast , Michael Bridge said: ""I still think Spurs will get Jack Grealish done."" Standard Sport claimed that Tottenham have an opening bid of £20million offer for 21-year-old and that they remain confident of wrapping up a deal before the summer transfer window closes. Villa, however, are holding out for bigger fee after they received an injection of cash that has stopped them needing to sell their prized assets. Spurs have three days remaining to get the deal over the line before the window shuts at its new time of 5pm on Thursday ahead of the new season. More from Planet Sport: Meet the mentor who guided Andy Murray and is now masterminding Alexander Zverev's road to the top ( Tennis365 ) Tiger Woods' seven greatest PGA Championship moments ( Golf365 )",FALSE
913,Chelsea Reportedly Make Jack Butland Top Target Amid Thibaut Courtois Rumours,"Thibaut Courtois has reportedly gone ""AWOL"" from Chelsea in an attempt to force through a transfer to Real Madrid this summer. According to Matt Law of the Telegraph , the Belgium international stayed away from Wembley for the Community Shield showdown with Manchester City on Sunday and also didn't turn up at training Monday when he was expected to hold discussions with manager Maurizio Sarri. Dean Jones of Bleacher Report confirmed Courtois has not returned for training. ""The situation has echoes of Diego Costa going on strike to force a move to Atletico Madrid last season, as Courtois waits to find out whether he will be allowed to join Real Madrid,"" said Law. ""Real have bid £35 million for Courtois and the Belgian's agent Christophe Henrotay last week called on the club to let him go."" It's added the Blues are keen to find a replacement before letting Courtois move on, with Jack Butland of Stoke City said to be the ""most likely"" acquisition at this point. Sevilla's Sergio Rico is also said to be a target. Alan Myers of Sky Sports reported the Blues have made Butland their priority after Everton refused to enter into negotiations for England star Jordan Pickford: Chelsea have made Jack Butland their top target if, as expected, Thibaut Courtois leaves for Real Madrid before Thursday's transfer deadline, Sky Sports News understand, after Everton refused to negotiate over a possible deal for Jordan Pickford. According to Law, it was expected Courtois would return to the Blues' Cobham training complex at 4 p.m. Monday along with Eden Hazard, Michy Batshuayi, N'Golo Kante, Olivier Giroud and Gary Cahill, who were all involved in the latter stages of the FIFA World Cup. However, it's noted Courtois has not showed, and Chelsea now appear to have a massive decision to make. Their star goalkeeper only has one year remaining on his contract at Stamford Bridge, and the Blues only have until 5 p.m. on Thursday to land his replacement. Kristof Terreur of Het Laatste Nieuws noted that this is not the first time Courtois has been involved in this type of scenario: Remember when Courtois went AWOL to force his move to ... Chelsea. Didn't turn up for a friendly game against Lyon and the fan day. A few hours later his move to Chelsea (with Atlético loan) was a done deal. The situation is far from ideal for Chelsea and Sarri. The club has felt on hold for long spells in this off-season, with former boss Antonio Conte only dismissed late in the summer, giving the new man plenty of work to do on the training pitch and in terms of transfers. Courtois has been one of the most dependable members of the Chelsea side in recent years, so losing him would represent a significant blow. He's been wonderful for four years as a starter for the Blues, helping the team win two Premier League titles. Still, Sarri hinted after the Community Shield that if the goalkeeper wants to make a move, he will be sold: If Thibaut Courtois wants to leave Chelsea, Maurizio Sarri wants to know... Can the club afford to let the goalkeeper go this close to the transfer deadline? https://t.co/NP7OXhleWT While Butland is a decent goalkeeper—it's added he'd be available for £25 million by Law— and has been a standout man for the Potters, there's no doubt he'd represent a downgrade on Courtois. As such, Chelsea appear set to start the season weaker between the sticks. In a summer that's felt chaotic on the field and off it, and on the back of an emphatic defeat to City in the Community Shield, that'll be a worry for those who frequent Stamford Bridge.",FALSE
914,Burnley transfer news: Joe Hart joins from Man City for £3.5m after 'rocky' few years,"Hart sees his £3.5m move to Burnley as a chance to re-establish himself as a top goalkeeper and force his way back into the England set-up. He has spent the last two seasons on loan, first to Torino and then West Ham, after being told he had no future at City by boss Pep Guardiola when he arrived in the summer of 2016. Hart, 31, said: ""Going out on loan for the last two seasons - being part of Manchester City but not really being part of it – has been very stop-start. ""My career was very steady up until then but it has been a rocky last couple of years ""It's definitely the right time for me to move on. City are doing fantastic and I'm very happy for them. ""They need to go on and do their thing and I need to do mine.I needed to get out on a permanent move this summer. ""I was open to anything that came my way and obviously with the circumstances here at Burnley something popped up. ""I was really impressed by the manager and really impressed by Burnley as a team, as everyone has. ""They were fantastic last year but there have been a lot of foundations laid to get into the position they got into and it's something I really want to be a part of and I'm really excited to be here. ""I feel good. I feel like I'm in the right place and I feel like this is my time to kick on now."" The move was triggered when Burnley number one Nick Pope dislocated a shoulder, having been picked ahead of Hart by Gareth Southgate for England's World Cup squad. Tom Heaton, who was also in the England squad before being injured last season, is also at Turf Moor and Hart hopes to use their example to re-ignite his career for club and country. He added: ""It's something I'm excited about. Heats and Popey look like they've got the best out of themselves here and I want to try and do the same.""",TRUE
915,Burnley complete signing of England goalkeeper Joe Hart from Manchester City,"Joe Hart has completed a permanent move from Manchester City to Burnley. The goalkeeper has signed a two-year deal with the Clarets, after they had a bid of around £4million accepted by the Premier League champions. It brings to an end Hart's 12-year association with City. Signed from Shrewsbury in 2006, Hart went on to become City's number one and helped the club win two Premier League titles, two League Cups and the FA Cup. But he was ostracised following the arrival of Pep Guardiola as manager in 2016 and has spent the past two seasons on loan, first at Torino and then at West Ham . Hart, who was won 75 caps for England, will now look to revive his career with Burnley, where he will wear the number 12 shirt. Sean Dyche moved to bring in the 31-year-old after Nick Pope – picked ahead of Hart for the World Cup – dislocated his shoulder during the club's Europa League qualifying first-leg tie in Aberdeen. Burnley are also currently missing Tom Heaton through injury, leaving Anders Lindegaard as their only fit senior shot-stopper. Lindegaard is likely to start Thursday's Europa League second qualifying round clash against Istanbul Basaksehi in Turkey. But Hart could make his debut for Burnley on Sunday, when they kick off their Premier League season with a trip to Southampton. He is the second signing made by Burnley this summer following the £15m arrival of defender Ben Gibson from Middlesbrough.",TRUE
916,Manchester United expect £60m deal for Toby Alderweireld to be completed in 48 hours,"Manchester United believe they will complete the signing of Toby Alderweireld from Tottenham in 48 hours, reports claim. Alderweireld, who only made 13 Premier League starts last season, was valued at £75million by Spurs and the north London club were refusing to lower their asking price for the 29-year-old defender. United had been put off a potential deal despite Alderweireld being reportedly desperate to play under Jose Mourinho at Old Trafford. According to The Mirror , there has been a breakthrough between the two clubs and United now believe they will get their man inside the next 48 hours. Spurs chairman Daniel Levy, aware that Alderweireld was prepared to run down his contract before leaving for a cut-price fee, has now accepted that it would be better business to allow the ex-Southampton man to leave now at his highest value. Alderweireld's form suffered last season when the contract stand-off appeared to take its toll. Pochettino has used Jan Vertonghen and Davinson Sanchez as his preferred centre-back partnership, which prompted United to make an initial £50million offer in May. United have also reportedly been tracking Leicester's Harry Maguire and Barcelona's Yerry Mina when the London club refused to budge on their asking price.",FALSE
917,Man Utd transfer news: Toby Alderweireld 'desperation' set to see £60m move sealed,"The Belgium international has been linked with a switch to Old Trafford for much of 2018. His contract in north London is set to expire in 2020, and Spurs face the prospect of losing him for just £25m next summer due to a clause in his current deal. There has been no progress over a potential extension, leaving Alderweireld's future largely unclear. United had balked at Tottenham's incredible £75m demands for the 29-year-old and looked at other options. Leicester's Harry Maguire and Barcelona's Yerry Mina were also on Jose Mourinho's radar, but the manager has always wanted Alderweireld. And ahead of Thursday's 5pm Premier League transfer deadline, a breakthrough appears to have been made. The Gambling Times say Manchester United are now confident they will agree a deal for Alderweireld very soon. A conclusion between the two clubs is being approached for around £60m. And it seems Alderweireld's desire to move to Manchester has had a big part to play in proceedings with talks back on. The Gambling Times add the former Atletico Madrid man wants to quit Spurs, with sources close to the player suggesting he is 'desperate' to leave for United. Alderweireld is Mourinho's prime target to improve his backline. The Tottenham star would offer the Red Devils plenty of experience at the top level. Reports overnight have claimed a transfer could even be completed within the next 48 hours.",FALSE
918,"Joe Hart Seals Transfer to Burnley, Signs Initial 2-Year Deal","Joe Hart has joined Burnley on an initial two-year deal. The Clarets announced the arrival of the England international on Tuesday: BREAKING: Burnley Football Club is delighted to announce the signing of England international Joe Hart on an initial two-year deal. More to follow. https://t.co/bkyAuXKlMS The goalkeeper's transfer has brought an end to his time with Manchester City , whom he joined in 2006, although he has spent the last two seasons on loan with Torino and West Ham United , respectively. Per Sky Sports News , Burnley have paid in the region of £3.5 million for the 31-year-old. Although he made 65 appearances for City in the 2007-08 and 2008-09 seasons, he did not become the club's undisputed No. 1 until the 2010-11 campaign after returning from a loan spell with Birmingham City. He then spent six years as the Sky Blues' first-choice stopper, winning two Premier League titles, the League Cup twice and the FA Cup once, as well as the Premier League's Golden Glove award on four occasions. Hart is leaving with City's best wishes because of his efforts, per ESPN's Jonathan Smith: City chairman Khaldoon Al Mubarak: ""Joe Hart's contribution to Manchester City cannot be overstated. His 12 years at the club have seen him produce some remarkable performances and heart-stopping saves that will live in the memory for a long time to come."" The former Shrewsbury Town 'keeper has earned 75 caps for England, though his Three Lions career looks to be coming to an end, if it hasn't already. Hart made seven appearances for England last year but has not featured under Gareth Southgate in 2018 nor was he selected for the FIFA World Cup. He appeared to lack confidence during his time with Torino and West Ham, which has significantly affected his form and the number of errors he has made. OptaJoe offered some insight into his uninspiring spell with the Hammers: 4 - Joe Hart made four errors leading to opposition goals in the 2017-18 Premier League; one more than the entire Burnley squad combined (3). Claret. https://t.co/TSxEwbjIC1 Burnley have plenty of competition between the sticks, though, so if Hart fails to perform they'll have plenty of other options to choose from. Nick Pope is sidelined with a dislocated shoulder, but the club also have Tom Heaton and Anders Lindegaard to call upon. Hart may yet resurrect his international ambitions if he can get back to his best, but first he must focus on getting his club career back on track and give Clarets boss Sean Dyche a selection headache when Pope is able to return to action.",TRUE
919,Chelsea striker Michy Batshuayi favouring move to Valencia – reports,"Chelsea striker Michy Batshuayi would prefer to move to Valencia if he is shown the door this summer. The Belgian slipped down the pecking order at Stamford Bridge last season and was sent out on loan to Borussia Dortmund for the second half of the campaign. The 24-year-old's future at Chelsea is now uncertain and they may look to cash in on him before the end of the month. Crystal Palace are interested in Batshuayi but, according to L'Equipe, if he has to go the forward would like to join Valencia. The Spanish club are tracking the Belgium international and he is keen on the prospect of playing for them. Fellow La Liga clubs Atletico Madrid and Sevilla are also chasing Batshuayi, but he has placed Valencia as his number one choice.",FALSE
920,Chelsea Transfer News: Michy Batshuayi Eyed by Atletico Madrid in Latest Rumours,"Atletico Madrid are reportedly eyeing a loan move for Chelsea striker Michy Batshuayi as they are struggling in their attempts to sign Nikola Kalinic from AC Milan . According to Marca , Olivier Giroud is also on the La Liga outfit's radar, but Batshuayi may be a better target given he is more likely to be available on loan. The Belgium international spent the second half of last season on loan at Borussia Dortmund, where he thrived before picking up an injury. Get well soon, @mbatshuayi! https://t.co/3B0cqTz50t Under former Chelsea manager Antonio Conte he was barely used, and the 24-year-old could be attracted by the prospect of more game time at the Wanda Metropolitano. There have been reports recently that new Blues boss Maurizio Sarri has promised Batshuayi more game time in the coming campaign, per Simon Johnson in the Evening Standard . He could potentially even become the first-choice striker at Stamford Bridge, as his competition, Giroud and Alvaro Morata, mustered only 14 goals between them last term in 44 Premier League appearances for Chelsea. There has been talk that Chelsea could sign Gonzalo Higuain from Juventus, but the Argentinian is on the verge of joining Milan: Look who's in Milan ready for medicals... Guardate chi è a Milano, pronto per le visite mediche... 👋🏻 @G_Higuain 🔴⚫ https://t.co/P1RM42J1LC That move could facilitate Kalinic's departure from the San Siro to Atleti, as Higuain will likely become first choice at the San Siro. But if the Madrid club fail to sign the Croatia international Chelsea may have to brace themselves for a move from Atleti to get Batshuayi.",FALSE
921,Chelsea transfer news: Fresh Michy Batshuayi talks TODAY as Atletico Madrid contact Blues,"Chelsea are ready to offload Batshuayi should the right offer be made. They sent the Belgium international on loan to Borussia Dortmund for six months last season and another loan spell is on the cards. But Chelsea do not want to lose the striker for good. According to French newspaper L'Equipe, Chelsea and Valencia are in discussions over a loan deal. However, the Blues are insisting there is no additional option to buy once the loan is concluded. And that is giving Atletico hope of pouncing on the forward. Batshuayi, 24, is wanted in Madrid after they let Fernando Torres leave the club at the end of last season. L'Equipe claim Atletico opened talks with Chelsea TODAY. The La Liga side will also make a loan offer for Batshuayi after telling Chelsea they are interested. Yet the Blues' stance is 'always in the form of loan without option to buy', claims the report. Chelsea themselves could do with keeping their strikers, with Alvaro Morata and Olivier Giroud their only other recognised frontmen. A move for Gonzalo Higuain appears unlikely, while Giroud is not yet back at the club following France's World Cup triumph last month. Manager Maurizio Sarri therefore faces the prospect of having just Morata fit to lead the line, should Batshuayi be offloaded.",FALSE
922,Sevilla lose battle for Batshuayi?,"Sevilla appear to have been edged out by La Liga rivals Valencia in the bid to sign Chelsea striker Michy Batshuayi. Los Rojiblancos' director of football Joaquin Caparros had indicated that the Andalusians would wait until the last minute to bring in the forward that boss Pablo Machin wants, but Mundo Deportivo reports that the Belgium international has opted for Champions League football with Valencia next season. Caparros and Sevilla President Jose Castro had made the 24-year-old a priority and were even prepared to pay a high price to bring the player in on a season-long loan. However, the fact Los Che are able to offer Batshuayi football in Europe's premier competition has weighed heavily in their favour. Reports in England suggest there is still a slight chance he could remain in London, although Mundo Deportivo have it that he is on his way to Spain. Sevilla, meanwhile, will now need to exercise other options, including Andre Silva of Milan and Porto's Vincent Aboubaker.",FALSE
923,Chelsea star Michy Batshuayi set to join Sevilla with Spanish giants in 'pole position',"CHELSEA striker Michy Batshuayi appears set to join Sevilla on loan. The Belgian hitman is set to leave Stamford Bridge after falling behind Alvaro Morata and Olivier Giroud in the pecking order. Atletico Madrid and Valencia are also both keen on the 24-year-old. But Goal claims Sevilla are ""most confident of landing the player"" ahead of the upcoming campaign. Batshuayi , who helped his country to finish third at the World Cup, almost joined the Andalusian club in January. Instead he opted to go to Borussia Dortmund but has retained a good relationship with the Spanish outfit and even apologised to their chairman after turning them down. But Sevilla are keeping their options open and are also in talks with Porto's Vincent Aboubakar. However, they know the star would face huge competition at both Atletico and Valencia and believe the opportunity of regular action will finally help them to get their man. Dortmund wanted to sign Batshuayi permanently this summer. But Chelsea priced them out of a move by demanding more than £60m.",FALSE
924,Batshuayi off to Valencia for Champions League football,"It was reported last week that Valencia had joined the race to sign the Belgian striker, but Mundo Deportivo claims they are now close to a swoop due to the lure of playing in Europe's top competition. Earlier on in the summer it was reported that Valencia were interested in permanently signing fellow Belgian and Premier striker Divock Origi from Liverpool. Batshuayi was loaned out by Chelsea for the last six months of last season to Bundesliga outfit Borussia Dortmund. The loan move proved to be successful having made 10 appearances scoring 7 goals and making into Belgium's World Cup squad. It was rumoured with Batshuayi's success in Germany and new manager Maurizio Sarri coming to Stamford Bridge the striker may have got a look in this season. If Batshuayi is offloaded them Chelsea will have to look to Olivier Giroud and Álvaro Morata for striking options this season.",FALSE
925,Chelsea striker Michy Batshuayi close to joining Valencia on season-long loan,"Chelsea striker Michy Batshuayi is very close to joining Valencia on a season-long loan, according to reports in Spain. The 24-year-old was signed for £33 million from Marseille two years ago but struggled to secure a regular role during Antonio Conte's reign. Last season, the Belgian striker started only three Premier League games for Chelsea before he left to join Borussia Dortmund in the January transfer window. Batshuayi got off to a flying start during his time in the Bundesliga, scoring nine goals in 14 appearances before an ankle ligament injury ended his campaign. According to El Desmarque , several clubs are interested in signing Batshuayi on loan including Sevilla and Dortmund. But Batshuayi is understood to favour a move to Valencia and the Spanish club are now in pole position to sign the striker on a temporary deal. Batshuayi returned from his post-World Cup holiday this week to begin training with Chelsea. According to reports in France last week, Maurizio Sarri has told Batshuayi that he has a future at Stamford Bridge .",FALSE
